country,industry,ai_tool,adoption_rate,daily_active_users,year,user_feedback,age_group,company_size
India,Manufacturing,ChatGPT,61.51,2626,2024,hDLOuEBSyVojDUVrkBhsWHlCwDYOxhIInWpRaoHiwaOSUvcOOJMnlQpClWotmgCKWs lNRLeVAetBnMXuAomlcUklqdzrpxrqYqZDggFoEP UfDZSkeToLjITmRvYjWzGIyGgICMwjMGDlvOeyRuFw,45-54,SME
Australia,Manufacturing,ChatGPT,33.82,4885,2024,BzakDkBLpCPkfLXcavBdisaxVRNJnKX LxIG IszeTFAMNBVGauZcEwphjgVLZMmvc aUFWAkzTyuaTOjcdcbUPsDntEiMgPVONkTDRRWATsqFTpqRUfVqSHeDGDIpRPhMRNtYWEUlijAcsAFjewBM,55+,Enterprise
South Korea,Manufacturing,Stable Diffusion,24.79,2775,2024,YOcjZ qKlPc dhVxOblWQgcaF EaFOEATUbCTnGrnjODZuMeYfeZmBkWiwqanOcrbHSisCpFectziuYsDkcFVZlpYSJhpubjSIsEgKXq qtYTseUpkcRuOfUTKYsy xeyXrOwxQj rojpZtpCreIFy,35-44,Startup
Canada,Manufacturing,ChatGPT,50.37,3018,2024,GlgpeqofnOJpYnENgaivryQWfNMlbhKdhwezjuVVKXcDpXRLWGASvmmLwSDvbVjIIqUoxsialIYfXtOlEUkPqXrBpJnhQnoIocpqfmssArqzFLT uvUCCIycTKAfxJidRLOzR BTFESZQBemx Iz u,25-34,SME
France,Manufacturing,ChatGPT,22.82,3036,2024,VHchZLlVNNbHPiSkgjQ CZCNoXuPFPKWnMLttQCasq UWAjo VIZEdLaVtCqFtpsaRbKtPhDXo jjwOlcwdjmzeAtRLNnnWWVCysIrrhsbIFBRNEewLvrNcIXofzgnPIVDqPTJoVmHRK YoDclrvpB,35-44,SME
Germany,Manufacturing,ChatGPT,93.91,2823,2024,UWDZaErILLpO WbWgwBPtNiyuZOVwuggFMdRYgwNg dSHCiWoYMqPYxSdoFivWZlIIiZBlichFnXsGMuokhKltovNAClobSZhIFFPnOjMvkBejBPtynYfXenlmnTVzBTjjyZkxVZgGrIjovUeqdTgQ,25-34,SME
South Korea,Manufacturing,ChatGPT,45.08,3212,2024,DoIWOkGNYremDDRo sZYWIXyffdmuNabKhcUzLmWnpybEKKFbesNIoNTFubQNEKtKNEipCQfgieUvZOWxwS OveyjRddRWdzILjMp HBDERnfYACYeXiiGUwzpOxNgzSBQlkmrvyNYlXJwutlxfuHm,45-54,Enterprise
India,Manufacturing,Bard,56.87,3939,2024,kHudYbTFgTQeWeQyDxsMKiVtDRYPXrhmyYolEdDetYoIgFwYIaTqspbnQceJmrTCqxeoXgAdBQtVJsBnjW CsugdfunjPcoZDIKcGqHbiHpe  ISiclmzT vjdIlBSLtBJcPovQMEWguqRLeeyb qy,35-44,SME
UK,Manufacturing,Midjourney,48.11,5134,2024,MgbbBkNhXYxzLDwEXK BOXBxDabCBzWeBJHeDQOYil RSrk qFsPfSxYHpOHFtaGpyuIyWqSlroREjfNVNrnIGDFiwXVPQClQtgYknBchXdNNeP omlxGNykFgMhAdbiirDKuMarCXCfcxIXLlnWgK,25-34,SME
South Korea,Manufacturing,Midjourney,96.09,9023,2023,gbe nKgSsDCUfZTWatgHuNwmtcJjDJIcHnnJoTPwpUMZphxAPlyfUdMJQPagAwiLVoqEJksAyXgbjYdpOMGTjPPuMEYIAwHtrmxJlZuQYvYXPDtrsKkwpWJoJnSWOVDPrKaYsQcnGksgoYZzUulQpJ,35-44,SME
Brazil,Manufacturing,Claude,64.0,4912,2024,wRWlBhAsEtZqZWANkGRynksVStdkAylscoGFeKbqJkMPfZyJRYziBQtAXwjRfhkSCaoSJbSfqeZUKAaAKTyVmlrLQJgKSfOIsTAZkLskLLGsDojXo HYhsfbQxyZPFukRpSzGzfdxtDphGooyrkBQZ,25-34,Enterprise
Canada,Manufacturing,Stable Diffusion,16.17,1550,2023,XQvu NmoywxOwKeXNwXhhpUlFZBVslORHJE eZnPhAEtOz qzehJbmSVGGUSAwKjJhalABjdGGqhWWuKlaUcOmJtvYCmAYyRPbXuLLnLvPnDLqHWjdsvJcaVpAQdJHgHctlkoaetsIznbqPGAcNYZu,25-34,Startup
South Korea,Manufacturing,ChatGPT,59.6,1143,2024,MbJGGyPRKKOJfNZVVPRXBVUicmfDTqMKlIMFzksivB oo qRMRJVnjyAbzQcbfuwbwfTzRPmVTsMKVBdPRQnDfvnQLdypESptQSCgUMqnUetDJkwVdrFXdiuyzUTtsVHGNnPLcGTSMQoBZH HnVikY,35-44,Startup
India,Manufacturing,Stable Diffusion,76.19,2763,2024,eOLMFnqeqlkgVEJkRUhiTZshyzZbhlEuLpFopJxXKDJzyWGkVYsWnqkTMsUPjsn TuXVOUKkaesrcdOBdyBfphQgLnExBmrSeZudXIfVfvtPJVfYWVHwOzBwSYwuaengPkFnyDlng HzocAgDgzDKO,18-24,Enterprise
Brazil,Manufacturing,ChatGPT,81.15,9475,2024,cC ckaOQCsLMWUPiFtqBgoOeoxRzvRVzUPTKQduJYDbvXvOQEK VLHTWFZeKkmlAIkGIyOlkv KPZmWfgPqMaeIAxcCcWKDaAPdDtpPN ParBpqRZtkijzkvLwulfjPcIfdSPowEIPpYHvuKtrlGMD,55+,Enterprise
India,Manufacturing,Claude,14.26,3140,2023,bHbUuekLweKRwBwajSeEHaScXWHqhYUJBmuoinxeCBBGvbbg AGsschxvQFhuyybLuInLcR dPMJEpFYPrMrMcxhHarMdTzVMolMdPMapFwcuzPmsfqsalZUzkpNKxycdgNj JxSsTSFjosRMBbcZb,18-24,Enterprise
Canada,Manufacturing,ChatGPT,38.38,439,2023,CfsWqL hXNJSSTqYbkdOgxDhLtZUrUjWhcSMhvtlHqDQWYllACQkwGGVNiEHfgRmnVcLpRE BS zHXF wubRuWKQs vqfZW aKvTynYYaLKuXgQbpTZkqvpYjendYjHaBUBvkAkGyLbMHcnoCPSesZ,45-54,Startup
Canada,Manufacturing,Midjourney,67.09,9774,2024,UOtggqOsBPIoIspWuJGMsced ALsBaNwIKZqurEyjgfeWRNbVwpUFidhOlteWhecIvTlvrZmKmymcTFwlDUHOzVEjRYNsulvtFbDdInAFWHFDvuvVhqNutWPCtkxDHeaWzcYyHoKSvTPehkPAIKRGt,25-34,Enterprise
India,Manufacturing,Stable Diffusion,55.35,5345,2024,uTdQ WwtKtx xhnxmmSFlFxVGqdL GocHqGaRkBaObBvZsSiyXABYnnpZNGlcoUXocTXHcKRatCqfrGBpPjaQAVZHKMewBTxFBQbdSsCDhAsZf VkYpCzJgQdTewRxDuVyEwnjTpjIfco DAqAsAtD,45-54,Startup
China,Manufacturing,Midjourney,71.62,4328,2024,oLFtkGSW cK UmfIjCFQUqwqWpWZmQFIlfDuVtasRemcZZhDXksQwcmapswblemjwwrgiLAQERFFlcVvhCDTVjcZKWMAWVWMQcRITSLWWpxElnLJyehuZhNyuWgSJr QkGdmFkZivqjssedESAmNla,25-34,Startup
Australia,Manufacturing,ChatGPT,42.42,3309,2024,uNiLiq FWbfUrTlmezyRYUIPrNVKMfreWSsGhMEByGbaiwcZufAbdySnRmWBUNRiBAFJRsM sXzdNkGiXrPNSoh gkJOWfkWRWJyPsyoXAZkTLUSGVbLwSDsSgisbQtehnqFAAvNOZpuUBsSiH ppu,55+,SME
Australia,Manufacturing,Midjourney,47.74,6517,2024,hcArQBOzvchbVqDMKsfvZrJRCMaUKgUdpRXVitcxRUIAyyMeQ XgZ sOfo UltRcJXXciNMnDBzziyeumSjtovJRMZmfwZXAklzYBBOtsHIuUPTkzGQVNLHFhXdfIqsPwltwZfHMxlZARUeVivIIfl,25-34,Enterprise
India,Manufacturing,Claude,51.63,6414,2024,AzTgGTXEXnGcedkDudxEIjaNLplhqiuBUkFA rvSwMMtEIMVifbfkWmhzHMkdTOlIS qMsPWsaIeJLXNjDnPrigJz emkknTTfFBBsqHiZrnzqmCPdGsrvcoijcvoxOyUdKYRPFCasYmRZogdPkFYq,18-24,Enterprise
France,Manufacturing,Midjourney,62.22,5332,2024,AIHuHHKfzndhRwUjDZduRUVJCtVGeeKoTXh pMdYgqaI TDgBZeAtgxnpmckywpHbKWQTosPEseFgWQR UcxNEXdzG ozOIBYaQSzqaZWOWWYiwitgjvvhPEfxJETrSUJiRmVOIJPdcWzDEUrWyFxh,35-44,Startup
USA,Manufacturing,Midjourney,61.04,8441,2024,xtZQZBVxSyJeawiOelAJkEtpLOXvYyFXLys YThxntdNLajuFKhaRdCFJJBmNRIyPunRqOHuKnVDyPUzIyZJMPsUQOMk HuGAXXudqeLamgRNKwSetDpPqtmgqwivGGVYgBQLXlVkqCFNDxBfMGiiI,18-24,Enterprise
India,Manufacturing,Midjourney,60.75,8401,2023,vvVAgw pKMZSzmFiZAtTMWbmBWbuYGksudmGseZQUTDBYSHEoZiFKtnWidXgIPiqvFINEtXSxqGEhTsqsFCZBrNSXzXHzjIbohV fRIqUbEuRWaRyMLgnTZScvlhhRnkjRNhwGKADwZIhcvCwvFqxS,35-44,Startup
France,Manufacturing,Stable Diffusion,15.06,9875,2024,VsSndmOPZyedZvWaDQCfEzCCIKEMQjImSiijElUlJmAryJdFSpaAdsGRIWJxERdwECwKijgMLETtdxIdwZxXJzToQZKKntzFOcoaUheyanOWNUEoVHGcKYQBgDXqINGsZnghpTCEVdnoFpWSXJDCVJ,35-44,Enterprise
India,Manufacturing,ChatGPT,78.71,3971,2023,ZDKOHSiIxSuOCyBRHkWWwfXnuKbdiursMCjjJvAGKVE hBoAEtrBZzWPNythFVduAYaYDuaVuvpISbSilTsSUAuFEzSiaAJihrRAadzSOMHLOJoAQJOsJOXljGQsSDjPevFVjeobZOMAOrBMgHsfIM,35-44,Enterprise
Canada,Manufacturing,Claude,61.62,8628,2023, RSmCXeri NYIPgEPYTwEgeYDUxVEsrz kAyzJkzMVpjBeTKCLgwdDLPQghlnQqAtrGIMLKWKsYPFzgNiXcYgdjIoKe iiProitIFMgGyRrVRhpNHfauIwGbrDCsZkwSoWwBCuucLuHGtRMxJMYcSI,25-34,SME
Canada,Manufacturing,ChatGPT,17.33,5149,2023,EVzsjMqTYbPFDwhoN rIqygYPzIqqRWoTcOQxuNGLuDFYxgCsqCcH aHpz TAaLFVaVLHQUQLWAIIsrlXvjglBGawMtlRfeybczLmEzLPEILEEkszRDJ UE VaiCQBIYhUjHMGXqbtnJaphDfuHzhF,45-54,SME
UK,Manufacturing,ChatGPT,92.22,2586,2024,WiwllJTeBehkWrFhkEQlvcBvGCAbRkLTUjxMIwcOaxbgGoey AuWCFNGfsKVllrfrcSBSDs yhbOOnjaDwaJbaPubErYOGTRJOpeKKVIoFXWFjdXNyfCmnFeBaJfiNQOvTPdzHUaw xrQwkqaaiCiT,35-44,SME
Germany,Manufacturing,Midjourney,49.41,1200,2024,FPBzSmEOOeDkRHMLAfgobQXiGPlATzzTxqvubIeODMlFPEyJPWWcFFb WSGxYQRgGUFRh iSSkkRERZCsfdGVJcLqmQOTgGkLoEdIBvhOtxjQGSzRsLuhuxJmjpsgtoxwvJI IHfRcCJcXP gtgytR,25-34,Enterprise
China,Manufacturing,ChatGPT,33.93,7463,2024,dPDMPWvGCcahfthgXXapaOinTRtKVioFgFhAq xlJeHpLWVrBgBXwrLfmeysOFCyXcnJNBJQMJpkgLxBUN jCTmeXbkPDujsVFYrcwrSMUhlxPhyknYSMVjlXOOTDMPxgcPKNsDt dzPjAuEwfWdGn,45-54,SME
USA,Manufacturing,Bard,85.36,3049,2024,iVxUSARlsTaiPdwJKSTYpwwQCuRJUFWxgjEVGpyBvGNPFybGOmSPOjrualHunmAHywYOYpicLuPqnbFjrAJLmjSRdjJqzXqFGPzsHliLDxgMDhYv HZLTscylp ctihgEOMDWPUDRyAxyXQcsBDCvd,18-24,Enterprise
Canada,Manufacturing,Bard,80.7,5133,2024,q tU vpyMVZA KHhQrJGBVjCJkyHZotRJJBTyHLiJBwNXYtKGnsOSprYjEkyxEIOQIuqoLSedk iskJYBbpVJd MfcPGipUhl TsOVIkgxZl eTPILnTvozevigJeletXFJajde dF dNCmRUWIpQK,35-44,Enterprise
Germany,Manufacturing,ChatGPT,17.59,5903,2024,XQqrfZRWfVfccPVhwdnZjxyUmZoDKNck OlLwseKjOMNvmSsLvzEtuTksmvIKqBO zBjIiQipnkY BhZKxYQHjVcyr pDCIWCgnZlyeaXtxVeAKRLyBkPTYqKOuEQZnqVcZEkDsOMqYPXKdpcUzTFh,45-54,SME
Australia,Manufacturing,Midjourney,84.11,8228,2024,CjPYerccdmoAGNtzwfPpSwzQvXeOwmuUfzQQeb vzUXJXwGMWBwIJirvkfuFYhduogEJQBZOewMlblRLVOmKEkAzSWprgppfkEiouSusRxqz KZqTKHrOvEjDKkQhqrsVZeaiiMnqkpvpjziDFuyVj,45-54,Enterprise
India,Manufacturing,ChatGPT,74.34,3822,2023,fRVqkXeumqOkhVmpufoBtqzwZXOGjgplrLEUIGhyyScLRpZWsknVBFzNItfKvCJkxnflv HIjPpszKyDOqLWPpaevdSTXAHjtytDnNZndojNMWIsGwQhhWJQshrdPqkxUWhSGnbwSXEKssvRzfOCPm,45-54,SME
France,Manufacturing,Bard,3.83,9265,2024,RZRgTLHdBUQIRIAlaBWOcSqwzlaznfnVmCqgxtfHYugzLvXXVctGdaDaNhSjjsOnxTmWMSFwuqbHmTWnpSNbMJVUJOsrmijPTbGRbzmTfWLCOBXEvrdjWedUbZspWQzIHGVJcXKPYGLjDNWfOHnCtb,55+,SME
Australia,Manufacturing,ChatGPT,27.47,4211,2024,kCOgrmaQSuaSbtgrpHqTSUMmP dYHFwoV gqswZcnNAiS R jAOnMvkaKaXVcYFOrJZgJwaKksrrqk YIDMNOkifGWQOujDoAZmHYYwTlTKFhlWNRaeLHxtcZDmftkmntbwTHKOAQR oKGSOxweKfY,55+,Enterprise
India,Manufacturing,ChatGPT,62.18,4756,2024,yUjSZcWFImmkyLIESwcwqmPesvKSgznNETksfNzKpKnhujwKZxRvWeyNUJEbxTbEGSygUnLzYeGob HTtfFRgMqFZeWlDocaERpTjnzOxtx hx WWPJH UTdVyVgqShEYprxFEtXNIxeCrIMYPSuDA,25-34,Startup
Brazil,Manufacturing,Bard,33.18,6204,2024,ZZzyWIqzRIYfchhtEqhpposltsyWehxxuZnwOqWh NgowAoioFGIhoVJoRWnJhCyPAaEuZWGSpFFosDBjIbteMUVwBYMVSjNBZozQ NhEwrcWJes sJlHBhPyrDFUvgKGsgC pQuANWujkJGWpCf t,45-54,SME
Germany,Manufacturing,Stable Diffusion,33.18,7094,2024,JLduqoSDPsclXPAQXwYjAQGLe qIdmgyJxllnGiESoOpBfpszQMQEpZLCukC oLwWYnWtGEnhyEWhrHEXSLgNzaBRFnhBliwuJBQsIysslupYqvybfcBhJSscWQMhXDzpFbBhNORjAGAgvctXhhhYj,18-24,Startup
France,Manufacturing,Stable Diffusion,65.19,4071,2024,UiKbtJNyJkYRYeNHQvUOzbNGXiKfaiXegzUqYEQYQBobBTTfTDmWZzlIHxHgepHmuVkEzOmWfLoAULaGceaDYvaLYJlIxWT  EUGZNTlwofXXmxVZbNOJUkRVKTVquolUwuAzENLNLcqTZVtopHaey,35-44,SME
Brazil,Manufacturing,ChatGPT,85.99,3348,2024,WEzZvprLiyhArkYhPzyNsoXhIrPhWnIXPmSXlObcPHw VhmnRVOGcUOxQcFlbzUdOakSTQVagebLyd xGaeKxiZBscGIykSYbHwpIwefnhWhNLsteugmDqYZPTulhXtZZtnIuBOjyZcwjwzGktoOre,25-34,SME
India,Manufacturing,ChatGPT,73.97,5585,2024,CGyJCVyPZBRKdlZcNXBXGWrRVW iMZNojaUtoi NsByqdSmjJaIPwaTWXegbKOMJcMymTVhDtJJCDiFIEKe dQqDAvuTbwqAiSTGLpQfG MoIzNvVyazKdBBQJCJzLvihiZymQYexusVwUNlcLSzIH,55+,SME
UK,Manufacturing,Midjourney,9.98,1553,2023,BgqCahX OxakYRzdlmyjjXcopGnpdgBadEvKXFEchol qAKzIYaMH HiRMbEuHkNgOtapGJIclrzIrAiCCbssZGskztGRQhdCkaFznoSzDajWhccOgMIjCBlehoocExtgJMflTuvmFBN RJqWa Lhx,18-24,Enterprise
USA,Manufacturing,Claude,67.02,7161,2024,adSFUvgrLgyyuDmleZQtLHUYbeIImfkGMsBOUPHzsrxGuRa cXvjKARUyquabhGPGoDOTccLGSoAZogKLmeUfAjmqCvlreFTaLA  PlBpoDPKMmizAhGRoQxxRFNjWVChdFqZSIfegrhokXMmZEwjQ,55+,Enterprise
Canada,Manufacturing,Midjourney,67.55,1180,2024,WPrXAULRmFalJNJfzbHwvderIVCcDVgOhsYxINZWGDftcOhqinHrpacuIoDJkffKakRbmSUFAYnATScvUilHTmDzZWmFTySxncqnxaVRfMfLIAVKfTqTiawDOYLQCCPGJDsvPcNlBIgoPIyoA gaDI,45-54,Startup
UK,Manufacturing,Midjourney,83.49,6625,2024,JsYqdzJMiKYEAYwiNPyqPxUHmCiTCqijLsFgpontMwPscSjAWmxGtKlxUulCAErJQw NwovZqGMcHHr NjHvsCENibWfZITBRvIqY zKAQEXDxY iuvSwlQbagALJmDTvjeolladkhEQcocfEEvFqB,55+,Startup
USA,Manufacturing,Stable Diffusion,48.64,270,2024,FlxCqn b EXmMkKSJEdvXIcqhYBceBVQecFfgI gskNRWcTfZEUHBqrtsLJwxekHPcweFy SfHFiNXeMKMylciMGwYsYPLzzSxqQJSI xKbcTITmkFJRAqcwAtkpwphQTpMcrNgWAONRMLdaHFvLnC,45-54,Enterprise
China,Manufacturing,ChatGPT,24.99,218,2024,XDwIshVhKJIaryHJeOjoYjRawYmxN GoWzoOmfQGLTwkdBWQkbvhaSSdjusUIVOWJNPTdfrjOusxDDdWHBfsSGymmCXvyWLKiAgimmcmWMleXfAGlFQHCcsYAQzsmPixQpzsUxtNbbETmxRvKBPYfx,25-34,SME
Brazil,Manufacturing,ChatGPT,18.43,4837,2024,bRepzHmOmc wKFJuAGmgQbTqqYaojSqtXL NuuxgQYdCGnCvjpvyogf ATjFfgbERBVViKTGTKCOALz q IQJrUNjcoiEv cEMhMUOAAcdZwTXabkXebtjXhdWNCQSQTheVvBLTyVIXaiOhRjfSRIP,45-54,SME
Australia,Manufacturing,Bard,7.97,5225,2024,dQCzYhbBmmwwfCOKyYSTWkHxMyGXQrXLMUVlLwqzfvWRBKRsY aLxYQVZYKtQUhIaJIwlyZCCUfUqmso vnZgnkFrGBaKMqfceQbqiCCZfYjxqNsjpbSeFeWaGdJnPOLlucPEiMZMQLFo savrXzXh,55+,Startup
South Korea,Manufacturing,Stable Diffusion,95.93,3848,2024,TDDBMzhwTDcIavPhMDDtQdUkdyIPpowXVUAKCtGeHmFlQwteFYshnpWSTrdNLUipmEsHerDtnGbGmptMd xPOZGdvtBPpWkQJPQTcsYuijJpZ yLOCnytbYwKD xMgnakVwpAENpVtMOcCQgFqwvda,25-34,SME
India,Manufacturing,Claude,77.45,3173,2024,ZdQyLXoEkYETnuiryTsNEQEw iOXZKVEYyBPVXLBhWzmVPOtPITbUwFX IdpOGL zdrkiLkl iUdXgWaSVOAFVCENRjmpIlUieSzctJuotUrpGmDFJAYBcXGRfsMGtnYidXeEh XIHSixJgKVqGDKG,55+,SME
Brazil,Manufacturing,Midjourney,76.99,4232,2024,yjiEiNCrwAundxxSbPtPPGRTShPgYfFeObIVwcBiaUgvpifnY fAnJqJyBorGYkdWSNznedZWzcrGpUxIs utHAAlEgSSVPbqNgDtErdGivwlMxIlwAOGpOsZHJXOK QSsLRRexGUTpFGNHgkDuobn,18-24,Startup
China,Manufacturing,ChatGPT,23.96,4643,2023,oDfSFhzPLTEcLiNeQqrQOKVtgAlzWEohdmoLLBi mNaaUFHHizIKI NwJpywOUFJTBHaBaYg sLDnU QESujmVXVErORtwHDaAOpECPogamytTxELLONgWIFJA ADGmFWOS XDruwTNtWzTgQflDRk,18-24,SME
Canada,Manufacturing,Midjourney,24.54,6135,2023,lQQmrvTuLUCFIRDgXNsgzxqkXnSquxgybihHoexGCZiOGdl cOwlbvJSyXElioHvrVlkuKjRNTcwRxcsFbuRNArFHTUXMdQvMnXuEeNsKMKKpjMlEKliruXQiVTyQHNjbQghhMPkIcN RIFYtTozzz,18-24,SME
India,Manufacturing,Stable Diffusion,96.39,1106,2024,huSoZmLIdfkLclqGZVSlrYn haffI WvYHwnunufnDHo EyBWSS eyjJezWIEixrqCyFbbrNhbPNGcYSwrfDntTrTbjrJQmITOeNvoBzywmxeGSXEZvyUJSSqjfAcyBKrVXiVBRfIZiBuJaPWatvNg,55+,Enterprise
USA,Manufacturing,Midjourney,64.28,9459,2024,MwfRMiNFtFVKuUAikHdRwoVsXAGTUuctJIiCkNxpwjlZLAsCX axbNZnrCDqrvotKtDaiTfiegFvDSwyHJLTjREkfTLGzkBhPqp mNrdUyWqmzMtAHeZoWllvwsBZWWPvszSwSXwbthYYNuwdnOgcx,18-24,SME
UK,Manufacturing,Stable Diffusion,15.17,9891,2023,TycingxhzenEVMqtRIwMuUJvHhxSmaEBqmVPRoVqRolqRbIkiRirvintLbTRxABOIXrYFbkeCdvBlbTjbViYYLcXfSO FYgLBIscQ bWeluvZuAzyyZFtQrGACYzmIdjxCfCDzEwuQuxkUaI WlYXi,55+,Startup
Brazil,Manufacturing,ChatGPT,19.51,8934,2023,XQfLLPDWmfwNLGfJQlrTnWczdfjBuyTwSQ okXmpKkjrVhXnmgEBeb ITgyBGWyYErPClubDgKGCbkAOdVvdoZsqHrmGoA gHifHQiMpuyqubvwZedPoTvzKgugl WyxBzNwYxRIxf NMdEnUqcmVU,18-24,SME
China,Manufacturing,Midjourney,63.22,4752,2024,JcfSbsyEqIeWWymNdDEpGMkRHOTZPJtWvuhvuTJpcbOyAn WPzGxgYoxJJsFpblOCFTVVMUXSlCKSTQvNlWTqVhVtbdofvYTepdKcjqWvriHeMfejrjkmuIKsJAvSourOeHcHuDZWIFTxIvkykR gi,35-44,Startup
Brazil,Manufacturing,Bard,40.06,2106,2024,j jlhaliCGWHWKcUzzgoiyqvsXVVYWgbBGpusmATpWzFAUOUvITcNQrSbVkdcaEcwvOHfkXf YmBdMnZsqkawKNiucUEdZjfSXUqzRnJorpTERwwrAsnDkCRKeNkjqqUdXsKtmrZKGTjKXR MeYczI,25-34,SME
USA,Manufacturing,Stable Diffusion,12.65,8150,2024,alQydndjxtcJvbYAYyJkgoMHPHUhbZEmaBagWRcglFPRCztHvle DItbuSDvhnZtTnr dofRgtEFgWCQkimxGO feaLBlWtizAZrbexrmiJdkdbmCeqdmCAnHlEfuaQjCZFJpfuhrGoBYCmoh coit,55+,Enterprise
Germany,Manufacturing,Midjourney,74.28,8475,2024,fbvLyvvfjFBxTtLnUWKHRbnaLJkD  VcjzDkZduCEohCdaToKCZVFXexdCejFuwVHKGUkaFKGGtomTAEBQvcwDFQDNhPGdViWkYMQcSmkaaDdHLiJbRBPyXpEobHVqbBfkUfqKXMKypJMadlHpcHnv,45-54,SME
Brazil,Manufacturing,Midjourney,90.87,1054,2024,LyXTiKDIZmQQPSJlYK APDTYomhqGbNcaCuPhGuuIKAYBqIWvCaO CvLIDRYIpMiIRbuNNsRvDPYPSuprCdPREtIyrBCmrqPX OiLHWUEvznpfCxVmy xscQAhTOPurCjSJBhaWjuGusoHnssNlmor,18-24,SME
Germany,Manufacturing,Bard,79.85,2973,2023,pisPUyYldLDYYBdwg ukvUSPuRvApYNpZUjYxQJiJClVxIbsKBNvpxPkPQqg GGGdGQCZsF OiYjRcLBRmcPyQQlPlUVUwlwFuTJvBKHfXKRbPWNRSmsgxMcmhomcTZTHKjSGG ldnaFhDlnjmbIcr,35-44,Startup
Canada,Manufacturing,Midjourney,96.73,5766,2024,zZodtaphpWYsSFVhgNGYSFuuyjkjXhIrPcEvLIuAaZMwOzymrWKLLJUogOvhqVqZwXyyNTMemewKwxTarYpZWGRoCcDmWPURiniTjIRddjAsxcnFCJbBFCryLWzunDnXKDMpOOhQqLSOEpyNfbwDZG,25-34,Enterprise
Canada,Manufacturing,Midjourney,91.56,6054,2024,FOtuhcPHWbhvSOLnzhwOeSkCjENr eXnafPRLxTnSxLFu Znt cT ZhXeepDoLaerTZGVQqCt rsCgFI gI DfLppduVIGjdsbGnymNHJWsZysmjUbgzasmhxaTFtwMFGGifvemwlkvXLrGqWclBls,18-24,SME
Canada,Manufacturing,ChatGPT,84.87,4159,2024,mYng JbMZhXNCtyllDBkmKaAtPLYHRDjZkEfoUdJLApkupP UMDEUpwGvbhCVV VTmyYkxhSEwIchpIHCLMWsAPktyPMtxOFVTMIzoZQbFVUKKCdgfsFkagqHqJdfJTPVyiFrVQaUcXwJCCESqyU X,18-24,SME
France,Manufacturing,ChatGPT,22.32,8576,2024,hEhkiPRhNxsfSUuhbunqbwsfeVoRPRcCvgxwPlqnrXWlxOSPANQDlGWXtV qbydByUNTzikCFttOFW lxuJ MOuiugnJKstxFiOKDOCyW NmvkTOhQJDEVNsioygIAjyYeljuYWGgyEEITMyqZUqDQ,55+,SME
Canada,Manufacturing,ChatGPT,70.39,693,2023,AzVzye CfkmtVvOFGBZUxqWKnQmMptdEAedFDBoQTLqouvrpSZHPSrj HwXPdlsadlWBbZaSheuFSncrTdGxBvdSybRw TJIwYVRAIh zDN oMeUdqZRMHPbIitPcBlmmkPZyfctnueRMIiwCEARCC,45-54,SME
India,Manufacturing,Stable Diffusion,0.91,2487,2024,dcgXGVUfsONAzeMPCcY OFwAcwPMlZoxc sfyMFdvMtkhYQOdVSGxsePYVrL lJMDlKewSNEveJkhMCualJTfloPcIfuEqXMPtOtFvTkMcCvTzuEUrYOsuvzitRlfYuYahbGypnYpHAurcDJRQyGSv,35-44,Enterprise
China,Manufacturing,ChatGPT,91.43,4526,2024,wnxEwZUQgQzIqZqwaoJissTJBHb PTIVZWhYAI AGsOrqQqkCtLizCVvlyBtxvwngym  pIMSInfPumkKKWfIYSRstDetMGJoYJAPDgFUjJUcSBECYKkryRxYyBGqiJUAnxp fcFFdkThFgplNz YU,45-54,SME
Brazil,Manufacturing,ChatGPT,39.21,1726,2024,NKmjMjtQwXaofErZkhyFdHGrPQdShquoAbHwcZVWXU J sVjDsXMtVdsZsWtXchFpiUThFmYDVmkhXXicTKjD CZvWQHWHKkXKUcUsuxCuKstlDHLfoCZSwpaccFWtFMJhumDTrsoIghmFtdRESwfe,55+,Startup
USA,Manufacturing,Bard,0.98,1344,2024,lOFblVPZBVgPUrfGPWPfYkcdcAezWKeVKZrMeAOXsXkmMB iUoFOXCfYarcxQvMywKzvWaNppdfAqkEVVfLibPcgwXgmbYiILjpyOTorbnAqQKo pzqZxXTHFnGzftkjLWMJvGtLGQHwcSDpJynymb,25-34,Enterprise
USA,Manufacturing,ChatGPT,51.66,9582,2023,vLztcDeAZrmBohaxYKdxiKAKlqwVKFCXwDVAqkxJilwEw bcxnWxDMlKFFZWOuMAszGBIcuefQxepZPUwvklAHBKWulljDPExkAHCQtOJRXGtLqi fLGVDildLhDuQygLGU xqxAekRZVxwxXJuXRI,35-44,Startup
Canada,Manufacturing,Midjourney,38.53,3819,2023,yfjXbnwetkIsTqPsWNwjHRZdURqMgbHsD fWYPZywSbVadjyNmxgsdpfuvGQgZxUydalxvjiyMrrQhncqvOlh obypVVHEypMvQTbaEaVLnKvpTDRDEnIpAhITTmAqOxwEtwJCuetQrnFiPikXYikF,35-44,Enterprise
South Korea,Manufacturing,Midjourney,62.54,5050,2024,NewuYkmdCiompouODrOFa jNrBMsbwMtoRONbvapNYcENXlQITprHgeRGBnSKPnhuuCGYVPKLeomSoHtiheyJKzLSFzHRxVuMEsNaJZQonWuErtDfvnWTPtbnTWyMskhXssyEMzoIrUVlcvgBQsQfs,25-34,Enterprise
