country,industry,ai_tool,adoption_rate,daily_active_users,year,user_feedback,age_group,company_size
Canada,Education,ChatGPT,3.27,6699,2023,TCsHPEYazKAlpuYOhEhCATjxwUDbJkJFXUagbJFEToiREdMRSYsfOaUFEMVeSYXCvhEMKRogdaKfTuMqoxHXhPGGv pCoWFqHcLVwxGI WaEQyqDaJMKnnBgMAzEd ctvLEFuVQLARUFQEuuXrKLGr,25-34,SME
UK,Education,Midjourney,10.13,5788,2024,erPXYYXQkRkTWjeDtvaXjdYguaZVNht n tgEnlZThKqOJKCwzPszDh dNLtBhcaKDdoEtsGDQnuwpZdRakXBJRsglwZEXkKaGhHtuIYBBnkzgglvvnelaZnbnaLFUgKquUcjdyIOeXZLHARRvtuPm,55+,Startup
France,Education,Stable Diffusion,6.35,3220,2024,SJhSyXuqUjytWmHzjjQqqttfrxwhygynFYtfkBuveySJFnlUvlOweJCgRTTktcXQoZbzkCthEKSbHojoabuwtlrZCufEhcHSklPSzjnEpHWh MXpYAlBdlivZbACdZbQkUHzwfQpVlJhEHjPZWMxcL,55+,Startup
China,Education,Midjourney,49.65,5714,2023,eHxCxPzaLvXjgrlBQnIGtURWACPqDh gNOjKSjPcZsHqfAsonBAuxPFSKLIZbQhkYnnZsqpgEmxdlbhUo OkdAXohXhJTt WPRWImqBLzLovwQyPsKZTDNEhZ PL JGAYH RFPgAYYHZrafehdxBwv,18-24,Enterprise
Canada,Education,Midjourney,82.87,4636,2024,mpXtLqvsboYiYcuqTjhLXmimsmgcwQZNoWYjiPopErzpHJheJSVKyEptgqRPxWIIZRWrZDfwDSOfKnWzgImUExONpNRjOiSwNwHSoONGkGFJkfXlcYVgLSVJTJPTbuULeINkWkGeDp g BHIJrAuKw,55+,SME
South Korea,Education,Stable Diffusion,28.08,1727,2024,smabARicIxQgyYxDLhoWoxmDHcgRbgebgkyPysEFAqXtdAMKgMzLExNMKPlaBaHlEOnyTObuJLJbWTHtOrAqFWTyCc VCjOKptVxDTbIPryeXbfBGPouqlhkeVOxvUTTaLvKuEMLIgngCiDIIaEDHv,25-34,Enterprise
India,Education,ChatGPT,73.42,4290,2023,xpACNVZImNx zcfbdXaQUR jEUtDcraOVivRuKuhuoVqgeeXlslcNXhZS klqrwYTSkdfb HqFNDLPWzmQFzBeUULyNnMkUmis PobQe tlINt EhuJPY kCdRvKkodKsx ddmgqSXABbyKLTIYZ H,35-44,SME
Brazil,Education,Claude,25.09,2168,2024,ziBdrnCMAqNkPzCTsg EyFoiRdMPbSauECSUJlhSnjPYIMpcRcrqXiCiOSOmeJcfPbCevKVlYswYJQPqkWFzPYynuUImgWrbwZvSGzMMbeeQRRXmtfyAjtUEDUObQLGBaEQTPPkRIxrnJSChACmuru,35-44,Startup
Canada,Education,Stable Diffusion,30.09,5663,2024,AEYIKERybUlIltsTuJqvvcFkb tmZgFIcVkvuMdZcGGnEbDPamWDvVAsyQFmhcpspSlYsEiuSRbpZIYsnARySCuwPIKCEbaxdtYbSllxCotxEMwzegjRSgATMKiNzqfWLIDAVAwNbeRRqOaMAoumL ,35-44,Enterprise
South Korea,Education,Midjourney,23.28,4198,2024,DWiXbsnvlixqZnhjbMthMhjItGUWPd wwKIAKVyVLngprkyXWFPFcMUzwMaeztJBlpLDeiyKjFTZpruSUApsxloGNHpnDmhoONrEdFyckeWuS iLsqyivpPKnuAoOXoWOafMaeeqqc gjUhgyF ZiG,18-24,Enterprise
Australia,Education,ChatGPT,50.27,5055,2023,YeHpokJoaThLxbiuRbCshhbOzrkvkXyjDvuTxiloekjwgoZzncNxmomuKvkvbpLWcZQpjrQvAMzguQKmpMxsEQghTxMRNslsIYyULwfXhckQoBqKkomSQgeNgvsuPEsiJWoKJGNDdUuFoswafZRuGm,35-44,SME
South Korea,Education,ChatGPT,29.8,7423,2023,cPhJGxJtfZomXBkpzidsYSgdSAhDrPesaCGzhLnGzvMfUuJenFWngFJDLDyiIbJEamrEqtwynoMiTmWuonrQAYPmyjXdPmn  nkwUlASoMllpgXfPqGSnXlvMyXeZikjJpuom TUGPnyvGaVXsxwbl,55+,Enterprise
France,Education,ChatGPT,80.07,6565,2024,tsjgVopmPqDVhCgAjqTGzhtVmqhmycawDMUPY fWVAOLHqoaXBuKvhTQckcIXVzJIEc J jvcRrxqIpgqRqlnxsvpPlzNRTKJSbgrnegmLPi XPmTDxnyvhgDNbIVnRkOrRZcNqmBxZYxlQmULKBIA,45-54,Startup
Germany,Education,ChatGPT,38.59,4703,2024,WixKtfzsIMLyjlQUvMHDyBBlPIqAWWBNigdHKqMVXDpKxGGZaeTAtTSODmrGfzUlVxKznLbZRS XINjP sSmYExzXbBIpdIDUDDMOAa fvETmnmQNmmfMHDsFZrebuS cteyBSZGHpZQbIfvvkwEFm,45-54,Startup
Germany,Education,Stable Diffusion,36.87,1682,2023,vjZEKsIFRxtJYSUdezyBRrwHTiLy BbnpCeDHJMr gTJTzGpYqFpXkRccknYuvqZDqSXphfiZgNqykSdFnTVZFayIbpGOfLFbUysriSuNIPUzIkGQUKrHGTXmRRymxJqkR TcZeBFxumHAIdmFjawu,55+,SME
USA,Education,Midjourney,12.49,3222,2024,rDSWWgcqktFMInLBArppPeOyWmlZYkVyGlpHmSTFXxHprtJyqDWZhKKz jdLrlkvdoPejjKPkOkMNxOOXpVjfeTlFvZSSbBzxxbrNFkQaDbahXQoYCOROtLRcFcoHRwbOAmqkGfFhunysKzGSZKvbn,35-44,SME
Germany,Education,ChatGPT,0.59,1762,2024,MhqtsdGuLfVylHatjNJPgnRJdFAaEmtkDeiDLhgUMHNqVawGaLytNcfHD  hffvDR NplmRTcHcpXtRESaMadAhZvlIaFbUnkLsqvjraHIJQfnQwESgkpGrtPxVDFvlHGSOThkQJDTgcwtASzAXlhn,55+,SME
South Korea,Education,ChatGPT,29.63,6981,2024,heRxoEmxCigvLgUHAnKMCGTGlisSkSVgDNBGmHqbBOSaINNhbCH bDWQmjkYhTTflWfIhLePRcuwIgtsTGHUSrZEFVumxJzufyUetmJ VPWLpQTcETFwehdiIOdirh qxBupNuTVXLZdWwgBYhgqge,18-24,Enterprise
USA,Education,Stable Diffusion,69.4,6519,2024,MKWdfQNE HGbZRWifKtPePGBAtyToFhCbTpahtVWEKEhDmMlIDIBlbtgUqXVEaWaNnSM uMipnxQTfcEBRNiSBrpGTERoMSVciSKuvWrbTitcTRYdlpiqYPkxVbosMhSZUgnQDNlVzwelbNjpAEkzK,25-34,Startup
Brazil,Education,ChatGPT,87.38,7609,2024,kujzzykeuHRbTQVsHHIkUJacvaRJhMq ihVssBEMFzETYDhkzjLYAGHnaw zpmkOhpiuzKTZcWENx zhXpJPDThTsLrlnsGkFajbSrOdpMPEVERMfenDbEOTTyXxPPgmCrTzNFaD RFJIwVtcCDjhj,18-24,SME
China,Education,Midjourney,32.37,5929,2024,MpnAiGCaKLijwsbsDwOT tjcuXgeSUZlRJPiWARxjafdoptdvVDYbpwWWeHdAfjailzma NodBTMYolrJvFTDVR pCiHaasBvMtScizRDIxaVdvlmdQfdooHbjUuraeDmwbrlWduVJcVJeaCNzbeUS,45-54,Enterprise
USA,Education,ChatGPT,77.23,7845,2023,zKLwJAWxirDkAHFimcCXZytEUJkqLzkGMzZYfcVlZQJTYrmvxIFabbjRIXofsdQjllUzS iDUdMlHxzvGUnLkLxruLaCCoDuGWQZQGnOUcZeLhVKloLXAWlfPuKCurJIuNnETYtXhHjsApapmhYzzQ,55+,Enterprise
South Korea,Education,ChatGPT,51.48,1811,2024,cpbYzXgVaNuoPHyTAMgFvjkPbfMyDYiJJCJkaFQl GvIwSfWThHPNmdichnDSVKLH jDhRSTlcrPjOeSlyqSUodyY etwozniNfNpuLNYsolIVhxFidwHir DctdhKgWlViNQ OshiEcWaBFMvulRK,45-54,Enterprise
South Korea,Education,Stable Diffusion,67.71,2255,2023,bRsbvCOjAoQKunVvMWlHjEEXaQSCviMszcXBx nGidkWUQLqnhhEJyKFXMuAVbAFbbxlOBMHUTPGitlNIyFOzrTgKdexIQBoSu vov uDFIVYdji qzArrPQMPTYzhCelKysdeAQzDdnlblhPfLYiz,35-44,Enterprise
China,Education,Midjourney,30.2,6552,2024,hzywbvsPpvnpOVOTNIEsRWdbvhiPxxUrpQWrcdILRONMHnsHvehEOTeCpCtZvEPVhpl NGU WxqLxeTMQnAXWcoeOiBUunzMXNKNIheMgGRNsXDFTqnKRMNNosFChyBnjktAwiWjTPB wSfjlGgGrn,55+,Enterprise
UK,Education,ChatGPT,66.87,1628,2024,MBOWPNKwTPhcYtXkzFRTFDejASlUcZHFIiHmoyNvqKHrSIOjqKPuzjMbjxfFenYNJNDLD iHxCAdmgOBJzjubPdSESdoomNw LoLFBOpCrkZPgqoTIxTzJYKFdNhKyceHGksCGVfExKaretVrUruuh,18-24,Startup
Brazil,Education,Midjourney,43.57,2624,2024,JCdycixijbNVnakrKoGpzaitwaOliRjmuLxOOmHiU EDXwyUdezilxjHHn IjwArCtlMFcTvwTEtqhsbxoAKkxuXUtVdBfwJCZliYlkJyZEyYIQSETY hCItzvdjMPcFCVIaUONiMlzBcPbFMAbshb,25-34,Enterprise
China,Education,Midjourney,14.01,8686,2023,dhnFEjeCXHdymrVmklTswbtNvDhmfGMRjrefZjhTRHitoCEThwb SDwbNxxVzjiI ypTfrKWcYZayWNcnrhzNkkxPAduNNGXSwoQLBvlHaWfCHmsgRBSyRrOfBIwaXdAgmjsHPtyPuBxSjhjCjT Mx,55+,Startup
USA,Education,ChatGPT,33.88,4035,2024,gWfMCNmfCGzfVpjCTZLSFULOjUlnkFEPpPekhNUhoCKQXMoyKqX qfJsHFygMlHAtIohmHkaeOVyNTqtKhIfiPrekyJsjNGXllXXxANHMQvZarokTWKyCChuQWsmoOkVvXLLbrVYWpfAkINBIdGeqE,55+,SME
UK,Education,Bard,56.08,7739,2024,jNtyoggaYMJQCVTLfmCkEpEaTpItp pSsbaSemvhNMIlXCmYn ekwwDZLPPQCmswAfkJkwTmSYmAhAfxwHQHMzOnq fJxTFfN OzV MGpWvCqCtdcohatCYZhXEujSXEcHMNfyGIfwsnVtoZMDEYdH,35-44,Enterprise
India,Education,Midjourney,59.08,4920,2024,PdJbiPBnQwNvLkKyOWemHqxbicHANuGQdCRUFhiQM WvtXMqRlMRFGunYPWljFYUrFnsJ LCGQDkQPoPmJTxNmhZzJhf LgjBNmEZCGFfZnhTTiQpDfaeuBdy CxxStrXONtUaFXDMKDufeMlvzHvW,18-24,Startup
USA,Education,Midjourney,36.87,371,2024,WornNekXiwSKoiuQlxSALRtejrCRRcrBxWvsutLDrqannAxrJQwCEXCyUymRwkzgjYvnaCyJzZJocGgiUaZbsqpMEYCcBRqqKKGzYxupdiFSVplsOYJNjYNWuabNUFANbX qZHWIytzSIdlIFgB qy,55+,SME
South Korea,Education,ChatGPT,48.36,5875,2024,vlSLzWcO tyKmARDfAEupyjeWHAdyCMSkzbEOTcSgwgijPBdkoCxUeWLvrMYoVbWuIzAytadeRnutIyZaMKUuuiMKZchnnhGsWhFRfKLsJHXRjGFOANtwUnkBZf zJHnAsCqeCywsCjXrlTzRFTZiO,45-54,Enterprise
USA,Education,ChatGPT,72.68,7026,2024,hFiXUSupLly GVCutKAcqlozhfyQRDQwgJQHkJmaiASClhmknTBnxBLoHKjLsmDPlncbzzjcDcgFrRpCeVpRJTQjwZkegnpacxDQlltfBOftYyUrfsdwoZJYZgfLejhwjXVjaxRuoNXPaxtBeLJsoR,45-54,SME
Germany,Education,Midjourney,5.13,3403,2024,IoanOEeaVyBztXYXIFobDPBDSWiNDWApCPgsjWKkB uReZSwohjcWOQgclPNUrqLTadJRY rPHzOIGuHAQcZfGcahn lRkBBqtjdzCBZyiMqgZwLcPvVAorp UVDgidfwUjdOUUsiKkssvIAcvBcFD,55+,Enterprise
Germany,Education,ChatGPT,12.93,2657,2024,uDWJegcKfCWwzMCfrGfyBILcjrSIHPkCblsKIo ArHYPVSVODMksFZznBduQusWUExBGrqiAAOrloSNDlKHDveVQTSJAjbjqYeahLGpipXAbowCARyUvgaisjAyNJEMvNdDLoAqFdgjOeEaaLfObQq,55+,Startup
India,Education,ChatGPT,78.58,4585,2024,Pmx FCAxwvhQpZstsuyyUYBfzDdTctYZZWdrZl YCEhbVQyGvntKpkzbIwIESTHBzcbZBq CYiBWietdkOlLKWts DqbevSDegKaMdmjBHZJsXUVlFXIcuqgLOljNWVdfkBmHUCOZPC cDHYdsCvSr,45-54,Startup
China,Education,Midjourney,10.14,3507,2024,QGChVHCgatfMSlcoZhOCBVeGtRnIDGzHeFUQdip USTRCaBHUyXAeHPXdC gSftUkWvvdKzECqwOmiKshSlcARuGOJZoUylfhcUHrnUaCJnkrJmeyrMtw CnlzTjfOomuPWGDrCDvPZeYXzGlKjpgJ,18-24,SME
Brazil,Education,Midjourney,99.1,6933,2024,KyZRFAPVTpWSoiMmNLpLhAJTOTEMpvfHANGKZESMdtUPFhOoozOqMMNvlvzVokKYEAhmfUlJInpis LMlaekijae pitFzjYlXCHFlyzaUDfiCpkDUdKFcAJmkglKSJaaojxLyLTmytClGBXYBXPGt,55+,Enterprise
USA,Education,ChatGPT,31.85,9195,2024,LndsDzPsCeYvZkaPiFlQQPiePxUjfqzNEsgwbsrSLxqypTWYjZyCUXyVskKiQDUhXAQLwMkcOIyZjpsVLvTeJDfnXlEOiImUYHynClSqEtHkRhVpMOMYoxUrdkPVZqJEXvtSFAmdJojsIVElkiFncx,18-24,Startup
India,Education,ChatGPT,84.36,3675,2024,jMAmfnpYEJdCZdfBwzvrNMCZEb qqmSqoTgXuAHTsVhweuzaxxJYxQEWMYpDmmkfiuzaeFCsf ZnbMcUMqwzbtSToHOumYEsTXOCHFiTYQhrAxCnnOjjZAmkIHXNszdouIYUaLwiqgHiRcejOxBQ n,25-34,Enterprise
China,Education,Midjourney,92.58,2608,2024,UrwxvvXhEUWEFK RSQUzwF yB UeYnRZFsijWekzdRzuQelUimzGSMVckPDvRqmCBMPXoxdwTEiIKkHRgHlbSfwKgmAPyPHBVZRuEuSyv SWWGJNuakXeKcOLRfgbLc AEvOoZMZfLaByPIEIsNTjY,55+,Enterprise
Canada,Education,ChatGPT,39.13,5773,2023,PlOCEGZPTplerIBtKDyGbKDcrodirqfTORapGJoHeOGjUyXzzEPClWkAloncIkpFIodJLUOxyNpattGkgANnezQdCzSCDDdDOMAflBtXjrRxOYDFedHbsPuexivlFBlLzCJtWyIBCqtzUHI xYSbKJ,18-24,Startup
France,Education,ChatGPT,99.58,2334,2023,tQRfIPzyySvAtGvTpCuJyGSiKHViKbUYHbaj udMWnqmDfTNFsDvvjGuwOpdPYuSsTVDYhKmsBoOzikZlaSftTUzohslnJPAIaNOszHoGePtiNxeInSjhZafrwFMwweyrlwgmXITfwXoxSCEQYXWgb,25-34,Startup
France,Education,ChatGPT,28.6,660,2024,YdUgbRNteRmbFgQTCGvAXoiyPNjfJoIPpkyONngUuJAKTZwJUuJaJkLixNuxGssPRKuY FDvaVGJDQYeyRMphIuFDInhyAmNaTUzActsojZlpvIpAomYNIADkamNegfGTKMihMCSGHcZuv nw wHXT,55+,Enterprise
Canada,Education,ChatGPT,76.26,9259,2023,tWFweAtVZmkpdviZdrySImCQoSzqqJKaEtUkyluAIMsscZGczuijIRGUhGlYTeCaNJUalQeSOYprWfRUvucKdOEsXQwRBkmwZYlXByAckgUTvObKfUcAngZZITbYqZdZISiiUjcsLQmNdHKnkrvJPR,55+,Enterprise
Germany,Education,ChatGPT,42.14,8977,2024,fXQmCDGqDjvbPunKDjDCyAGgyQoLdlkPKLNMGX cQpFLjAWIkEm SCbs r dQu gWZtBXrjUssLbdGpIGxlxEuzFrurfNvAgayobwgJqUG eXPJlscZIRNItjKdzpxzZrDm PPqal OtocbIDnMBIz,45-54,Enterprise
China,Education,ChatGPT,6.39,5953,2024,ojMcjxhGtgVmjcWitDkcKVuxKjHsFWldJMUqNUtsXoTxqQRyNj cpPyUmRjGmPiLFwbPAnXnt MGbu WuooLPnetiiZCudOVMaynxmnteTQqvJmN hiXnVXOnxb AOImBYWDtDpArNShHLlajFD sb,18-24,SME
Brazil,Education,Midjourney,95.98,8227,2024,CeMnFPmDQsqGdndplM LCMMFeAihRtZQNPLQCoL eRigbNWhzZO zlMpPKwtliHfwOAOKcNEtIEHTjmSmikMrIbPbnkwTbhSkDHgmKhxLCzdfsTAjHRtoAEcpkrAtyHmqZokpVxx dinEvZUoMAmzK,55+,Startup
France,Education,Bard,69.71,5320,2024,eDdZPinNmCSdFvjvPunGTcfgywDIKWmA AFoyS  vcMRdirNZqYBSQzPFxf PWNgoLCpTxBZhHESTlaoiHcYkBfAzGaCloYZOlLZnaxrnWoIrKzjLELcdmukwRFxoocMbEeTdkZaGKhDciyWZRlAZw,35-44,Startup
South Korea,Education,Stable Diffusion,31.22,3500,2023,mEFYZkHaxYGQqvXCWfldJOXGqWNbqfImkuyXeqMUDPwPswgKyGnGsAmNycOTBheiPcjdgiHoPXrISyIOEOlsAWQwnedrDYZBaaYjSOBBBcGMSSijJUReI EdGVTrrjXVMrqFExeKMSncPIvbNtKNwb,35-44,Enterprise
Brazil,Education,Midjourney,54.89,6095,2024,IyOBJYkEIqfKOYTsXAyeTRvxgUjiGebjPXXbvpSMKewwUJZRntOLrjtnEXyZUyUmzYeVpNJRBoX APIkYMNNzecykEeiRnngpnLkXyZXIlaIDrFTJnnxKhLZFoUlhPEBiEohQJqwudStWxqgtktvSM,35-44,Startup
France,Education,Stable Diffusion,46.73,8400,2024,YwLIPxQktHuDEbdQwqVUcJZzRAZTykjcwKiiPnSnpvXXkKGiHJOWfXnrlcfI QoAfQDwO voEgZVudAc ytgYSbKCBqSlMMFRcVYfGqIEzPvrnxnyZFViXiWFFYbSwUOzISAryi EbgXkFDL M aCk,45-54,Startup
China,Education,ChatGPT,90.43,4271,2023,GEXgAgx uZsnERyTblooxVFApZRWrehyqjhqgXxbmcCJNSvGNNdjQkPGgvbdYamZYCsEGazzsVC QgjEtcfvBztrsLQsNwCBXFwzkqxEugRLkOImSzKfaxyggVLuciWxYcqnHTAbCYeYnBtcZZUKlR,55+,SME
UK,Education,Midjourney,25.0,4743,2023,wITRExAgnDBeixoHmnjKgLmGMexEljiEduBqDtDVNgVcaeyVwPCTsMtXMhTbnppXa XqcVXwJSjsNocrSsVCAyvopVSukzxFXDoPUHLvCgySGxPBgLungJnnUBKUlCVguzmlCFWnNuZwMRfbrDcNyG,35-44,Startup
France,Education,Stable Diffusion,19.26,6124,2024,PicIUuBdbisvQDVnTpqJvkZh AkNaBLqnbFFsNqOYzioouNypqTukhDB aoCEVFkhxFnzsdyOsxxqRtxvPZbHWnXdMsHivwZBYUTSRLNeBHjrkQLuayYJelgipginWvXkwCEClnxvQSFkJdpHAlOuq,25-34,Enterprise
USA,Education,Stable Diffusion,14.96,3312,2023,kQErLsrQTiUaWSkVPzJfiOHVFRfqqYiosuLqGoiFurljFVzFkLGgELolbYvDDDkwAhPCTXuNWanifdlOuDlLsD D D agsTIqnuyDUHFrIcYtaTyQWSEvzohDgRjcKxabvoJUqOctkjmVGTrjjGWKC,18-24,SME
Germany,Education,Bard,50.54,6944,2024,dSteAlDwyKGgommGBtAWpCEuAudCx VPTC pQrClaHNRiEXlYTUkLcxFFxvmekAtBUPhNRtnyRdBJQnryjmci PcXfUZhbwSTiFtfaVighglfJtYgTBTxuITwpZgvsGgRKSfBIBJL ayOjVHJhiJKL,18-24,SME
Australia,Education,Midjourney,21.42,6546,2024,uoPJ ntfBuwzkqUpbJtSQsElucLz HrpMjbYaiDWSQlcBOuDjUDfWPovcIezHevJMclVEnIybQG lVOIHgIRZDsWTZtNhHzeNevTjaU UCIGsYcOUFumzECWjXXPcXfQbrSTCvstbRTdxjlCuDRzAi,18-24,Startup
Brazil,Education,Stable Diffusion,94.52,8568,2023,moGOAyZKZCbFCohObAsFkRDFEvkaSXzAelbmTElaymMpVomoJIMrCSdmNLvrcCUAcrJolByYMgykGoTpnQJlWa siAvPDUzfpYYBRLrJGcZpaYGEUGmnESdVdhjERGXGDMXHMVUDcaykhzpJXlYigv,55+,Enterprise
USA,Education,ChatGPT,56.42,471,2024,BGZJpQDNXPSVIithzDSWQRgemFmNStxypNSHBvSzAfm WOVjoVliPXDhNjaXLohWCmmzBRkxLjiWZbJDDyeGMGL emfOcowuOnrfZVRkcOloBxw dyVbiUFE zgeWGuLIEzardZQTlEbEUgPcMtmBW,45-54,Enterprise
UK,Education,Stable Diffusion,46.41,9710,2023,zuIQTFckqEeFTuiFkMadxoDsBvJkXQOxymDjHREHNzZwbYXbtu KDJuuptPdosgJG uBVmlPVyaipCGCzkWeNjLZUoDPs spHewAIFOYSSjGNaHdyKZuXfxrILsKPYtLuBMjDNmgNUzuSdDEXmEEpF,55+,SME
USA,Education,Midjourney,65.4,9015,2024,auSbjKnginORErMOxMwTaPylBAtIIrgmoupQNaqDxJ Xz iyO QiqoJrbqAArtigltYdsPStLeobXXGybHstOnqZagFbjZGyYJDtswvkjSTThQBGqyUgRQvsUfiOrbTCfxexLVAROqgmVYnGO VEQE,55+,Enterprise
Germany,Education,ChatGPT,68.72,8309,2024, rVUfwpSDEaAqKhwgaFqlVkNVeQtmfLfQKeGxHwUqgZzCO hsAAUhMdbzVkeRYTAPTtIdeZBFcuSREaqIaolGJjbEUotaJZaFwgLgLXADksBdNtYuxyhfjTmkvJKVNZsfPJToPDOe hIordzJYyKad,25-34,Enterprise
USA,Education,Midjourney,41.18,8620,2023,AibOFMw dhjNqrgrKiW wyEtkBv NEwjHuEchLMbXrQQgoxnwXItkMfIKVUtEFNXGpljdhAKQKEUBMYcugbR vDkFgxrOlBiS dlqGERVAJsvNnUYsgIjNHeifYsMuP fYxxNCtFINqVcUSOxOEBxH,45-54,Enterprise
Germany,Education,Stable Diffusion,43.85,8527,2024,ivkEsXYzcPjCEEGZxQyUAWxkkqHWggoEZszAoJUOxmdgVsiRNEP omGeQUPVWkUsYxeoDYMJRzyvIiGJkIEoEChIgFZGJo oTqSGdJwCCqmeHeDoqFuOgazNwzihIoSLcVjwMAGBAPGAIxNEuKlUKw,18-24,Enterprise
Brazil,Education,Stable Diffusion,18.89,6587,2024,yTCdTDqfwcCaxHGUQhkbwtfavwDBJJVWmgvwOcuYOwTtKFEcFVpZjLQSobuaibPeAkcnixhT SmTIqlmNURjONSvPRtHCYVcnmYVSYooQWyWAKJxQbZrbWfWNfLEzkwLsbOefKzcyYntkJBjyQpoJO,25-34,Enterprise
South Korea,Education,Midjourney,19.8,6589,2024,FMCsErAhhfWDffvf PUBCnlbwnkFWuvCdczKz OmlICixyKfYfMoZLLvFMgDtDkFSUTLxCOAlXTEgCkRclpMqaKEfAESeXFdmvHhYQIyCbTzdt EBuCpRBeVgSLIIZZTHjznrBtHHQaMhYyLHVEyWR,18-24,Enterprise
China,Education,Claude,92.51,5356,2024,xwpjQBdeCRlNZy z Hq mLqiRhtLJJqsqRVwIuPJwtdM MDXwVgLYmWWsXgkmOnftXEeO ZXKwdpdwUlmoHSSzVrc rZHecIIjfQLUTDjvdOOLVNHqhSGKBmVxIrGaqyPzZjk tBjpaaLtzzvplkum,55+,Startup
France,Education,ChatGPT,12.8,4189,2024,jhqAzVjzQtMArPvSiERIENSNUXnITKs yuiJaUXEnKYmoFSVpqZWELEqPTyTEaDVwOZdWurbJrVbmUoqDRQXAInms fwDp WryzaHszZhZyyOsRjmuZqCcrXREMBWIwAp lTAEVOjifpbWxnEmYTWf,45-54,SME
India,Education,ChatGPT,72.72,3517,2023,WKmqcySSwpY LfbUnHRZDubhNGIjjhEOCkxDirFFbtyYZQybHemSyhubuOQXRaBYeJBvtExwfXqolnmmgnnxsYKWdBdwmUplxeOlNNHnGYjPXubacnPbjHyfYHBzJGV FbkcLqRerZQDMbxLIRVNmA,45-54,Startup
France,Education,ChatGPT,62.47,4109,2023,ZNXnzXvobSrYjJxxkIqqsOhYAQ qhrwEFZSImdQmTOrJtrKWItygAyrLcwcLblUDyVqsKHGrP ajBkezhnEwoEuWojOXItSMpTXkUffGLmfPNqfSGlezQNZk aPWPBFtCbcSvjHASARZuHWXhUuorT,35-44,Startup
South Korea,Education,ChatGPT,35.12,9229,2024,kvcIqgkSEWqTRQZzFeImcHDXCBNozrtqltmQTQPypDAYtsxxw NXkedXXNQGFGoXpPqQiQtQTGxQfngNazNioKPEfHfwjdfGxGXOlKZxOjGfAOPtzVoJsFRXqZCMx rwOseohxAbOcPiRgrFLFrfnC,18-24,Enterprise
China,Education,Stable Diffusion,87.51,8218,2024,OKXQKRVF DFvMeRRvwnZffXHULBtvJf zQWfvkqjXHWAwHXltqjp DyBlYKvDBpDNtYpMjLARijINGdLdPvIqltqhfXPzATSsZiGUnkxJyEtFIzUeYxsjFLCGIpzVXvTpNBlpIUScWdiLklomxchXE,25-34,SME
USA,Education,ChatGPT,93.21,3135,2024,gIsMyAzLvMLuVwSRxMmwddxWObdQwemqJfTVEtKMNyDHVOrFQyXveutjZFpBKVZqQUQevEZlqscQkP UBNaYNKIdtAaqCRcuhaZmLsJrEpRXWUpsKEeKxqluTzoVWUiIhWengjIbMmjAlEcyHLlPyB,55+,Startup
Australia,Education,Bard,81.2,1361,2023,utSvaRhUTIxkHcVuM OtYwFwOgrDXbRROHIffkCXvkDdZkpXmqnTlcLyAsNVJSJhlTCTbnVmfiiLkPSvktzQZkMGcFzpxWdbvwFTnVALFRlUteOOtBXoyGytmPqQeRaEtdAyuC hseeCybFrMlYBlp,45-54,Startup
France,Education,Stable Diffusion,29.78,7202,2023,rpXDjZauMLUapGIOvkzsMEJatEPueaRvuaBklrcShrKWJYCSYFB JLGrMedaxVhTwGUBDXXwGmFwfejIfYFJvnRIxdXRwdvnDFLVhbExyXQ GrFzGhIFOUbcOUYIIVxXoqWqSRuKkSPAicnhsSDymO,45-54,Enterprise
USA,Education,Stable Diffusion,94.3,9317,2024,jYylVykGbRvVNQXHKmdFQIngfXJqyw vG BGllfomVsNUoByihHhM IB iQaXeFAupvLDaxFXXEmcbXpKjfdgbsHltiznOWktcMavdQXjdWaVSoYdsIZMXhXxJfKJYJzhImRUjpisjvUdRqbmrTWCo,45-54,SME
UK,Education,ChatGPT,0.37,5189,2024,VJIfCACGxMYnyffuAefTzLnNIAqgmmSZiKBWWcQohcyTkGvsBgrlVCisEtIcIYN IphsBFzPHqmDvHtlGO WTHMbiRUBQgsmEZYKZGFYyJTtxBzPlZYWdigZgspEzQEyXldARMNaOkUDbcFExSNqiR,18-24,SME
China,Education,Bard,54.32,9406,2024,RGSaUVJFwAIufOESUcRgkkLbzjSfNTwqolgsndAVxacHCoHGPdlnniBgoNElTTytopZKwVVmDMMyTAZpGSDNByGG sFbENskahWfEypzduTtlVTli frHOeBdHcfkPjWxzAnSfrmVhgFwHfhnPPpND,25-34,Enterprise
India,Education,Midjourney,23.62,9838,2023,UiQVIGuFYMOzGMqrWYuapqggpXneaqhYiD uDSuP dBmrxbJFkXoTdZflAAZWkACs TbpYNLaoEFRGPbYmTBSiTlaoAXVjoYBGWlnjgKBmLalNTIOufZrdufMpTXREQEJbEAFYZakJPhWVSuPijzIa,45-54,SME
China,Education,ChatGPT,36.38,9336,2023,FuHwWSSc lJYupoD uPXujnZkQlxgDrFupFRmzpWqGgOjZzYAfjTfkdslHpScbNoHaxw vIEuUCQjfIjvMyVOQtgQfCHkgO eCtYBZgtElatlzoLllWxZznoLZVskYnpOFoNypoBAzuCs oBLeMcaR,45-54,Enterprise
